Date,Close,High,Low,Open,Volume,Daily_Return
2020-01-02,27.49484062194824,27.64236069337194,27.312198741446355,27.607238884293754,16514072,
2020-01-03,27.347318649291992,27.56508512567341,27.164673975919655,27.199798603360016,14922848,-0.005365441999997778
2020-01-06,27.31220245361328,27.396500455721924,27.18575827488247,27.27005345255896,15771951,-0.0012840818556674183
2020-01-07,27.22087860107422,27.487818493920063,27.17170523993693,27.480794131533596,20108107,-0.0033437015082971033
2020-01-08,27.43863868713379,27.55103410777834,27.220872206581056,27.227896567317423,16403507,0.00799974494765121
2020-01-09,27.31922721862793,27.586167129992813,27.248980765457866,27.586167129992813,21971895,-0.004351945804142665
2020-01-10,27.740707397460938,27.839054111707267,27.37542081215962,27.382445173972677,21557357,0.015427968568072048
2020-01-13,27.68450927734375,27.937400421107935,27.54401356982326,27.832029346575503,15392405,-0.0020258358704411394
2020-01-14,28.14814186096191,28.155166222496195,27.607237778505645,27.698557302882964,20919160,0.016747003855964504
2020-01-15,28.56962776184082,28.710123473755427,28.218389894270217,28.232441442563943,23925800,0.014973844560001393
2020-01-16,28.52747917175293,28.6609505236358,28.3237613751291,28.65392616160489,16216422,-0.0014752936383787274
2020-01-17,28.45722770690918,28.667969828387175,28.394005635352052,28.49937669609105,23083970,-0.0024625892957731432
2020-01-21,28.337814331054688,28.56260522493576,28.232443246493933,28.36591178057382,23115696,-0.004196240655778949
2020-01-22,28.23244857788086,28.386990228283587,28.07790127861307,28.323768130494734,18097812,-0.003718203244008178
2020-01-23,28.59772491455078,28.682022905716295,28.190292155735587,28.232441151318344,27148510,0.012938174160214366
2020-01-24,27.97252082824707,28.78036757547727,27.846076674915665,28.759294491399235,34143698,-0.021862021827673495
2020-01-27,28.21136474609375,28.401033810670835,27.57211393501059,27.68450937163711,31964026,0.008538519617634632
2020-01-28,26.792369842529297,27.74070960244294,26.65889848417689,27.621289793265312,70202408,-0.05029869757580352
2020-01-29,26.398983001708984,26.960963061181943,26.377909914556948,26.77832116590163,34165726,-0.014682793763016178
2020-01-30,26.306732177734375,26.377699061505123,26.037065437944364,26.328023384179264,32316589,-0.0034944840098058982
2020-01-31,26.427370071411133,26.57639422378492,26.18608784511569,26.21447516426725,33894005,0.0045858182940283765
2020-02-03,26.618974685668945,26.995091697543028,26.469947674917968,26.5834941021214,20875735,0.007250233895391922
2020-02-04,26.74671173095703,27.137018099394307,26.704132179987752,27.023474532331957,31150865,0.004798721468293632
2020-02-05,27.08734703063965,27.371208849769037,26.83897150550652,26.860259857963392,29443490,0.012735595429787416
2020-02-06,27.151214599609375,27.321532830257265,26.98799533964184,27.27895327259529,21047748,0.002357837734994206
2020-02-07,27.002185821533203,27.250561301171352,26.91702672073618,27.222176836428044,21903596,-0.005488843879504213
2020-02-10,26.83186912536621,27.122827025010885,26.76800122282685,27.11573090842693,19998385,-0.006307515150539067
2020-02-11,27.03057289123535,27.05896021199792,26.796389621400422,26.888644847273987,16027335,0.007405513381894435
2020-02-12,26.782196044921875,27.10153840775029,26.76800095861036,27.030571536043745,22944315,-0.00918873777899143
2020-02-13,26.207378387451172,26.668648772451142,26.178991069014888,26.668648772451142,22099745,-0.021462678284729142
2020-02-14,25.909324645996097,26.285438786062812,25.845456745472237,26.235763118259012,21006747,-0.011372894192186345
2020-02-18,25.774494171142575,26.02287255155884,25.739013583428893,25.93771343447781,17988513,-0.00520393629304261
2020-02-19,25.71062660217285,25.90223319151334,25.696434366898487,25.831266308573237,17750941,-0.0024779368528298207
2020-02-20,25.440954208374023,25.58998120546896,25.128707982065627,25.341602876977397,42953135,-0.010488752295754522
2020-02-21,25.34869956970215,25.419666438476185,25.213867654941893,25.377086887868476,32425256,-0.0036262255698533696
2020-02-24,24.60356712341309,25.121612134102534,24.553891457184637,24.866137686825304,37969296,-0.02939529281335096
2020-02-25,24.078426361083984,24.65324316283835,23.922303243900284,24.610663612100332,41878898,-0.02134409046033714
2020-02-26,24.63905143737793,24.98677826011292,24.142294757351323,24.298417877747735,47920005,0.02328329384515082
2020-02-27,24.199066162109375,25.341603654962896,24.199066162109375,24.44034838194903,55444827,-0.017857232709904136
2020-02-28,23.71650505065918,24.08552162860428,23.084916487937797,23.766180715889146,66057447,-0.019941311297614672
2020-03-02,24.752595901489254,24.802271571288745,23.7377955822061,24.064235494225304,42034469,0.04368648958254817
2020-03-03,24.34099578857422,25.39127800893704,24.02874956882941,24.965488228063837,46174475,-0.01662856350716213
2020-03-04,25.83125877380371,25.873838320490837,24.802267804161925,24.908715244238085,38712155,0.06122440503970794
2020-03-05,25.164196014404297,25.675144996881915,24.951301080585964,25.29902795073777,35096303,-0.025823858033426683
2020-03-06,24.851940155029297,24.95838758092191,24.21325559967361,24.62485022071758,40931036,-0.012408735776667013
2020-03-09,23.95778465270996,24.617757646854567,23.531994887898392,23.744889770304177,43183856,-0.03597930369787994
2020-03-10,24.54680061340332,24.5964762903015,23.425554104290946,24.532608378085023,40548329,0.024585577056964292
2020-03-11,22.829439163208008,24.042941896838105,22.46751732031204,23.957782809115603,65350213,-0.06996274085746146
2020-03-12,21.303701400756836,22.708808443489293,21.289507737440935,21.63013996395823,62731445,-0.06683202997426474
2020-03-13,23.212656021118164,23.333295711571548,21.45272206807655,22.190759577404588,60553038,0.08960671126818887
2020-03-16,21.417238235473633,22.90750393407442,21.041124109436208,21.246922889335018,50995050,-0.07734650373533791
2020-03-17,22.82234764099121,23.170075897031424,21.708196001059065,22.453328182094072,54220606,0.06560647036135014
2020-03-18,22.964275360107425,23.14168824623271,21.509493117820195,21.835931572846007,43884976,0.006218804539691591
2020-03-19,21.587556838989254,22.886216100014856,21.29660036134654,22.86492632328161,59820929,-0.059950444746440734
2020-03-20,20.58695602416992,21.764975929630452,20.51599055710104,21.4882116067114,52488989,-0.04635081321533119
2020-03-23,20.217931747436523,20.99144982536012,19.785044384214004,20.409536881116345,52853041,-0.017925150095047804
2020-03-24,21.07660865783691,21.324985590897196,20.50888934228115,20.941775302559396,44466784,0.042471055948107184
2020-03-25,21.11209297180176,21.80045491045055,20.57985560959472,20.934681468827467,44601275,0.001683587456640323
2020-03-26,22.531389236450195,22.70170457826817,21.204342801557814,21.21144034411486,43269967,0.06722669640305723
2020-03-27,21.928186416625977,22.524291535437076,21.75786964936444,21.85722097804686,38290344,-0.02677166567467515
2020-03-30,23.184268951416016,23.312006186589944,22.034636688134444,22.034636688134444,29943508,0.0572816424908571
2020-03-31,23.162982940673828,23.418456010183935,22.879122547909443,22.992666134358384,29466151,-0.0009181230077511815
2020-04-01,22.531389236450195,22.907503352946183,22.375266126462854,22.6520289135775,26709625,-0.027267373370748582
2020-04-02,23.326200485229492,23.41845428576563,22.531392585328543,22.63784004644667,27186876,0.035275732021596395
2020-04-03,23.872629165649418,24.050042059406707,23.155881474329668,23.155881474329668,32837370,0.023425533050954073
2020-04-06,24.532609939575195,24.76679325036932,23.971985222693412,24.07133658281344,40503217,0.027645919071010105
2020-04-07,23.85133934020996,24.958393398179933,23.837145681016697,24.837753714925267,24226295,-0.02777000086999437
2020-04-08,24.55388832092285,24.695819185344416,23.730694728515793,24.12100246571272,25523980,0.029455326205874544
2020-04-09,25.114517211914062,25.38418390428125,24.731304096138462,24.85904275249155,30648107,0.02283259106108626
2020-04-13,24.937101364135746,25.5332093508136,24.639050224080307,25.51901426545211,18270141,-0.007064274669558501
2020-04-14,25.859647750854492,25.994482515146384,25.07903218904652,25.497725860685183,21845309,0.03699493270078058
2020-04-15,25.526119232177734,25.71062685239256,25.24935352192925,25.58998714481809,21312196,-0.01289764353676226
2020-04-16,25.462242126464844,25.731911651862653,25.249347235149116,25.632560322144187,20657451,-0.0025024213485757008
2020-04-17,26.193178176879883,26.25704606426124,25.62545759878142,25.90222319957235,24404843,0.02870666482490636
2020-04-20,25.604177474975582,26.193186586890334,25.604177474975582,25.81707240345764,22530620,-0.022486797819143534
2020-04-21,25.27773666381836,25.49772768945089,25.10032519066263,25.39128023490072,23975233,-0.01274951368682986
2020-04-22,25.72481346130371,26.257050705703307,25.632561098015707,26.22866624108655,20182624,0.01768658339277973
2020-04-23,26.037059783935547,26.54091256550154,25.74610475416638,25.74610475416638,20185365,0.012137943122562556
2020-04-24,26.526721954345703,26.562202537410645,26.10093213129664,26.143508830974568,17353794,0.018806354268628755
2020-04-27,27.200883865356445,27.349910855416283,26.661550537478018,26.675745622209924,23394057,0.025414444806675318
2020-04-28,26.902835845947266,27.832475619022855,26.52672169613394,27.71183593120892,35666728,-0.010957291714655648
2020-04-29,27.05186462402344,27.357011921805032,26.760906706974808,27.293144015445343,26518535,0.005539519288210171
2020-04-30,27.222183227539062,27.32863070188486,26.51253149637757,26.966708718452292,29450973,0.006296002360013597
2020-05-01,26.71122932434082,26.924124234097604,26.533817850638066,26.86025633182731,22679867,-0.018769762106418453
2020-05-04,26.697032928466797,26.909927805027703,26.548005944217515,26.68283784428835,19893512,-0.0005314766947505101
2020-05-05,27.328624725341797,27.57700020897487,27.15830937429191,27.541519627475058,24123952,0.023657752476363703
2020-05-06,27.328624725341797,27.68345051332509,27.328624725341797,27.65506319484165,24047432,0.0
2020-05-07,26.490055084228516,27.586641265421957,26.439884361622852,27.52930082668517,33546080,-0.030684663042545135
2020-05-08,26.67640495300293,26.791082963928016,26.54739615307595,26.697908340803483,19893618,0.007034710504824959
2020-05-11,27.307126998901367,27.385967968493965,26.633409747501368,26.697914161528217,25620421,0.02364344247321215
2020-05-12,26.776744842529297,27.407460897925155,26.762411172648186,27.321455996919575,19335314,-0.019422847243996344
2020-05-13,26.5545654296875,26.8197527710006,26.2248736824808,26.74091469306828,24596882,-0.008297476565893525
2020-05-14,27.17811393737793,27.20678128060455,26.36105142963035,26.375385101243666,22362507,0.023481781667317847
2020-05-15,27.06343650817871,27.35729115995207,26.79824919720323,27.206778975606145,25460002,-0.00421947709334991
2020-05-18,27.28562355041504,27.565144568916462,26.970265469437233,27.47913965338032,22635177,0.008209860642390376
2020-05-19,27.00609588623047,27.249779782289576,26.74090860528935,27.127937834260024,19476234,-0.010244503434861718
2020-05-20,26.97025680541992,27.37878938856627,26.91291925290867,27.199607015464935,17504200,-0.0013270737451844816
2020-05-21,26.705078125,26.984599143519866,26.554565920652568,26.92726157258552,17652181,-0.009832263828004395
2020-05-22,26.877084732055664,26.89858811734568,26.49005549574156,26.59756377703541,15781226,0.006440970000182844
2020-05-26,26.86992454528809,27.142278733166396,26.84125431838115,26.984599689476905,23260094,-0.00026640488873541646
2020-05-27,26.81258201599121,26.905756634062985,26.49722398691671,26.81258201599121,25904158,-0.0021340785382641947
