Date,Close,High,Low,Open,Volume,Daily_Return
2020-01-02,119.03643798828124,119.044883142977,117.49248090319426,117.93963639588098,10803700,
2020-01-03,117.46556854248048,118.22127395721944,116.39569739152,116.75232110850682,10386800,-0.013196542775880116
2020-01-06,117.37214660644533,117.40611816793864,115.90319400254396,115.95413838842948,10259000,-0.0007953133602837115
2020-01-07,115.3767547607422,117.05798432561166,115.32581037337567,116.5655003204772,10531300,-0.017000556804961375
2020-01-08,116.27684020996094,116.82026875850696,115.1390387108737,115.22394172874613,9695300,0.007801272024726691
2020-01-09,116.70137786865234,117.37216732849674,116.36172697552618,117.21933414385757,9469000,0.0036510938715295094
2020-01-10,115.5381088256836,116.54004984758032,115.3173324974738,116.50609123512506,10190900,-0.009967911812301056
2020-01-13,116.49759674072266,116.49759674072266,115.27487933943956,115.6400024594917,12355200,0.008304514629771775
2020-01-14,117.85617065429688,119.52041476331549,116.913660434674,117.1259373944417,24906000,0.011661819227034131
2020-01-15,116.09000396728516,117.68633056438564,115.60600636679423,117.04949979933237,16293400,-0.014985780355891154
2020-01-16,116.54005432128906,117.09196925028576,116.19191698756116,116.70987330279898,10783800,0.003876736485690202
2020-01-17,117.34671020507812,117.42312680721398,116.5995040569302,116.78629587669832,14697700,0.006921705060864314
2020-01-21,116.19192504882812,117.23633712247197,116.06456404294896,116.48911800435776,8474200,-0.009840797021338443
2020-01-22,116.05604553222656,116.66740417234146,115.8013235624758,116.53155677392655,7549100,-0.001169440273448119
2020-01-23,115.93718719482422,116.10701914024726,114.39181755106983,115.23243903802376,9345700,-0.0010241460223572307
2020-01-24,113.0587158203125,115.84378879724252,112.3539676392393,115.79284439440434,15166400,-0.02482785242732044
2020-01-27,112.1076889038086,112.8803800224658,110.13776577167812,110.61326401197324,12860500,-0.008411796557245554
2020-01-28,114.14554595947266,114.60407138937096,112.48978847674158,112.79546777788852,13062800,0.018177674302184643
2020-01-29,113.97573852539062,115.08806769144564,113.5172260055015,114.46822261348312,9326000,-0.0014876395978019596
2020-01-30,115.38525390625,115.58904443455975,112.66811164390133,112.66811164390133,9048900,0.012366801909736047
2020-01-31,112.38790130615234,114.48519846646036,111.6321959336448,114.19650494355994,12785200,-0.025976912115069695
2020-02-03,113.24549865722656,113.984231224307,112.64263939865012,112.64263939865012,10021100,0.007630691036200288
2020-02-04,114.8757781982422,115.98812019923736,114.69747283188696,115.09655449839428,9157100,0.01439597653192548
2020-02-05,116.8287353515625,116.9476099215018,115.48714351575808,115.96265475187172,10150700,0.017000599986796816
2020-02-06,116.845703125,117.42309010246603,116.42114930403224,117.38064508545278,8992300,0.0001452363015523872
2020-02-07,116.4721450805664,116.89669908886025,115.73342525217038,116.09853548025022,6379800,-0.003197019954032543
2020-02-10,116.95609283447266,117.04949519459356,116.11547159338464,116.28529053278046,5960700,0.004155051438019752
2020-02-11,117.17686462402344,117.8731391691009,116.9900598902883,117.39762796554884,6578600,0.001887646758713446
2020-02-12,117.17686462402344,118.27220787514725,117.00704567236116,117.68633443536577,7958000,0.0
2020-02-13,117.0749969482422,117.46557931183624,115.81830797542848,116.96460877940316,7447500,-0.0008693497313492227
2020-02-14,116.71835327148438,117.33819828132012,116.27681362786925,117.04100539581162,6627600,-0.003046283886861789
2020-02-18,115.1729736328125,116.930632878203,114.67200317444404,116.61645420326953,8996400,-0.01324024538863533
2020-02-19,116.7438507080078,117.5080426411772,115.76736884189312,116.25136656756324,7071200,0.013639285551517277
2020-02-20,116.7438507080078,117.48257044049544,115.9287014171165,116.47212995892455,7422800,0.0
2020-02-21,115.31734466552734,116.2598549759898,114.5616391341734,115.94568919128857,9772800,-0.012219110761117036
2020-02-24,112.21810913085938,113.10117569294114,111.06332180730074,111.60675037389544,13618400,-0.026875710186157642
2020-02-25,107.2083511352539,112.27751918834528,106.63944399383335,111.23312023680248,20797200,-0.04464304410764497
2020-02-26,107.5310287475586,109.49246601127544,107.27629377489276,107.7772708269544,24825600,0.0030098178816089227
2020-02-27,103.05620574951172,106.66491353993617,102.99676846856126,104.3638324085998,23005500,-0.04161424893043697
2020-02-28,98.58990478515624,100.61077896799982,95.66048553747471,99.78714338546688,45931400,-0.04333849603595219
2020-03-02,103.18359375,103.23454463142951,97.18889378221084,99.03145645245488,27355400,0.046593908117207095
2020-03-03,99.3116455078125,104.39779931335067,98.70028686763315,102.71656953103576,32547700,-0.037524843838728006
2020-03-04,101.7655792236328,102.05427927461012,97.39267229867508,100.47493808246476,25795900,0.024709425599309665
2020-03-05,96.77281951904295,98.86162398398,95.59256016460512,98.21630022530869,25025600,-0.049061379522226334
2020-03-06,91.77156829833984,93.67356786773657,89.17329414636761,90.22619243354664,38159400,-0.05168032972025749
2020-03-09,79.34063720703125,84.25697228905675,78.96702769117414,81.99834236599851,40352000,-0.13545514500631528
2020-03-10,85.50516510009766,85.99764924930949,80.30862876677611,84.06168422488152,31102700,0.07769697988410029
2020-03-11,81.48039245605469,84.95324709945515,80.28315369820568,82.95783837274163,38127000,-0.04707052070282913
2020-03-12,74.76394653320312,82.32949388030961,73.29498714652354,76.07156688204338,49725200,-0.08243021075866785
2020-03-13,88.23078918457031,88.2987128809799,78.11791279861542,81.50585089849162,38543300,0.18012482320454382
2020-03-16,75.02716064453125,79.79914848946025,71.79206221866731,72.3439770687424,38589700,-0.14964876390732884
2020-03-17,79.61233520507812,82.73705162119725,74.29691949369659,77.17539391354106,35239800,0.061113529036115555
2020-03-18,71.2316665649414,77.09051281079847,68.23431648923558,74.44129363159729,41525600,-0.10526846899476638
2020-03-19,72.42888641357422,74.81487687913508,65.30487362269447,69.25321908228283,32175100,0.01680741033261257
2020-03-20,70.9004898071289,75.96117069741814,70.0344028419189,73.27799385301016,30150800,-0.021102031000698518
2020-03-23,67.10498046875,71.11276984772103,66.30681715803932,70.20422486819665,32536600,-0.053532907159088094
2020-03-24,75.08660125732422,76.5046096954031,70.39103626963247,72.08925182992189,34363200,0.11894230104561565
2020-03-25,77.888671875,80.79261938885287,71.78358389457085,75.774388502859,38111700,0.03731785126447518
2020-03-26,83.314453125,83.69654901372054,79.42553815165516,79.88405710502654,29826300,0.06966072368915976
2020-03-27,77.37918853759766,80.52937757835237,76.8867109557519,79.12835494420364,30041500,-0.07123931520617954
2020-03-30,79.39157104492188,79.8925414853057,75.82532124700931,76.97161536218279,21656900,0.026006766746415666
